name,price,url,specifications
Безударная дрель Bosch GBM 13 HRE Professional (0 601 049 603),28 750,https://www.enkor24.ru/product/4330-bezudarnaya-drel-bosch-gbm-13-hre-professional-0-601-049-603,"{'Номинальная потребляемая мощность': '550\xa0Вт', 'Максимальный крутящий момент': '60\xa0Н⋅м', 'Число скоростей': '1', 'Дополнительная рукоятка': 'да', 'Максимальный диаметр сверления в древесине': '40\xa0мм', 'Максимальный диаметр сверления в стали': '13\xa0мм', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'звп', 'Минимальный диаметр хвостовика': '1.5\xa0мм', 'Максимальный диаметр хвостовика': '13\xa0мм', 'Масса нетто': '2.1\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'плавная, нажатием курка', 'Высота': '207\xa0мм', 'Высота упаковки': '80\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '294.5\xa0мм', 'Длина упаковки': '340\xa0мм', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Масса брутто': '2.8\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '1/2"" - 20 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '550\xa0об/мин', 'Ширина упаковки': '250\xa0мм'}"
Дрель безударная DeWalt DWD014S-QS,8 280,https://www.enkor24.ru/product/4364-drel-bezudarnaya-dewalt-dwd014s-qs,"{'Номинальная потребляемая мощность': '550\xa0Вт', 'Максимальный крутящий момент': '7.9\xa0Н⋅м', 'Число скоростей': '1', 'Дополнительная рукоятка': 'нет', 'Максимальный диаметр сверления в древесине': '25\xa0мм', 'Максимальный диаметр сверления в стали': '10\xa0мм', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'бзп', 'Минимальный диаметр хвостовика': '1\xa0мм', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '1.34\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'нажатием курка, регулировочным колесиком', 'Высота': '170\xa0мм', 'Высота упаковки': '64\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина': '225\xa0мм', 'Длина упаковки': '391\xa0мм', 'Масса брутто': '1.8\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '1/2"" - 20 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '2800\xa0об/мин', 'Ширина упаковки': '265\xa0мм'}"
Пневматическая дрель Sumake ST-4431С,6 050,https://www.enkor24.ru/product/59245-pnevmaticheskaya-drel-sumake-st-4431s,"{'Число скоростей': '1', 'Дополнительная рукоятка': 'нет', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'бзп', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '0.9\xa0кг', 'Рабочее давление': '6.5\xa0атм', 'Реверс': 'да', 'Регулировка частоты вращения': 'нет', 'Упаковка': 'картон', 'Защитная муфта расцепления': 'нет', 'Наличие и вид регулировки крутящего момента': 'нет', 'Подсветка рабочей зоны': 'нет', 'Сверление с ударом': 'нет', 'Частота вращения шпинделя на холостом ходу': '1700\xa0об/мин'}"
Дрель безударная PATRIOT FD 500 (120301420) ,3 690,https://www.enkor24.ru/product/97867-drel-bezudarnaya-patriot-fd-500-120301420,"{'Номинальная потребляемая мощность': '500\xa0Вт', 'Число скоростей': '1', 'Дополнительная рукоятка': 'в комплекте', 'Максимальный диаметр сверления в древесине': '25\xa0мм', 'Максимальный диаметр сверления в стали': '10\xa0мм', 'Назначение': 'сверление', 'Тип и стандарт патрона': 'бзп', 'Минимальный диаметр хвостовика': '0.8\xa0мм', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '1.6\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'нажатием курка, регулировочным колесиком', 'Высота': '245\xa0мм', 'Высота упаковки': '274\xa0мм', 'Гарантийный срок': '2\xa0года', 'Длина': '270\xa0мм', 'Длина упаковки': '284\xa0мм', 'Длина электрокабеля': '2\xa0м', 'Масса брутто': '2.1\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '3/8"" - 24 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '3000\xa0об/мин', 'Ширина': '70\xa0мм', 'Ширина упаковки': '88\xa0мм'}"
Дрель пневматическая Patriot PD140S (830902045),2 250,https://www.enkor24.ru/product/100326-drel-pnevmaticheskaya-patriot-pd140s-830902045,"{'Максимальная частота вращения шпинделя на холостом ходу': '1800\xa0об/мин', 'Число скоростей': '1', 'Дополнительная рукоятка': 'нет', 'Максимальный диаметр сверления в стали': '10\xa0мм', 'Назначение': 'сверление', 'Тип и стандарт патрона': 'бзп', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '1.1\xa0кг', 'Расход воздуха': '113\xa0л/мин', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Максимальное рабочее давление': '6\xa0атм', 'Подсветка рабочей зоны': 'нет', 'Сверление с ударом': 'нет', 'Частота вращения шпинделя на холостом ходу': '1800\xa0об/мин'}"
Угловая пневмодрель Sumake ST-7260/4435,11 250,https://www.enkor24.ru/product/33387-uglovaya-pnevmodrel-sumake-st-7260-4435,"{'Число скоростей': '1', 'Дополнительная рукоятка': 'нет', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'звп', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '1.1\xa0кг', 'Рабочее давление': '6.5\xa0атм', 'Расход воздуха': '115\xa0л/мин', 'Реверс': 'нет', 'Регулировка частоты вращения': 'нет', 'Упаковка': 'картон', 'Защитная муфта расцепления': 'нет', 'Наличие и вид регулировки крутящего момента': 'нет', 'Подсветка рабочей зоны': 'нет', 'Сверление с ударом': 'нет', 'Частота вращения шпинделя на холостом ходу': '1900\xa0об/мин'}"
Дрель безударная Metabo BE 10 (600133810),8 499,https://www.enkor24.ru/product/58702-drel-bezudarnaya-metabo-be-10-600133810,"{'Номинальная потребляемая мощность': '450\xa0Вт', 'Максимальный крутящий момент': '10\xa0Н⋅м', 'Число скоростей': '1', 'Дополнительная рукоятка': 'нет', 'Максимальный диаметр сверления в древесине': '20\xa0мм', 'Максимальный диаметр сверления в стали': '10\xa0мм', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'бзп', 'Минимальный диаметр хвостовика': '1\xa0мм', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '1.3\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'плавная, нажатием курка', 'Высота упаковки': '255\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина упаковки': '100\xa0мм', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Масса брутто': '1.9\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '1/2"" - 20 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '2400\xa0об/мин', 'Ширина упаковки': '70\xa0мм'}"
Дрель безударная PATRIOT FD 450 (120301410) ,3 490,https://www.enkor24.ru/product/97866-drel-bezudarnaya-patriot-fd-450-120301410,"{'Номинальная потребляемая мощность': '550\xa0Вт', 'Число скоростей': '1', 'Дополнительная рукоятка': 'в комплекте', 'Максимальный диаметр сверления в древесине': '20\xa0мм', 'Максимальный диаметр сверления в стали': '10\xa0мм', 'Назначение': 'сверление', 'Тип и стандарт патрона': 'звп', 'Минимальный диаметр хвостовика': '0.8\xa0мм', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '2\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'нажатием курка, регулировочным колесиком', 'Высота': '270\xa0мм', 'Высота упаковки': '75\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина': '260\xa0мм', 'Длина упаковки': '270\xa0мм', 'Длина электрокабеля': '2\xa0м', 'Масса брутто': '2.1\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '3/8"" - 24 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '2700\xa0об/мин', 'Ширина': '70\xa0мм', 'Ширина упаковки': '250\xa0мм'}"
Дрель безударная Metabo BE 850-2 (600573000),21 599,https://www.enkor24.ru/product/88508-drel-bezudarnaya-metabo-be-850-2-600573000,"{'Номинальная потребляемая мощность': '850\xa0Вт', 'Максимальный крутящий момент': '36\xa0Н⋅м', 'Число скоростей': '2', 'Дополнительная рукоятка': 'да', 'Максимальный диаметр сверления в древесине': '40\xa0мм', 'Максимальный диаметр сверления в стали': '13\xa0мм', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'звп', 'Минимальный диаметр хвостовика': '1.5\xa0мм', 'Максимальный диаметр хвостовика': '13\xa0мм', 'Масса нетто': '2.6\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'нажатием курка, регулировочным колесиком', 'Высота упаковки': '88\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '360\xa0мм', 'Длина упаковки': '364\xa0мм', 'Длина электрокабеля': '2.5\xa0м', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Масса брутто': '3.3\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота вращения на 1-й скорости': '1100\xa0об/мин', 'Номинальная частота вращения на 2-й скорости': '3100\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '1/2"" - 20 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '3100\xa0об/мин', 'Ширина упаковки': '288\xa0мм'}"
Дрель Bosch GBM 23-2 E 0 601 121 608,69 800,https://www.enkor24.ru/product/4332-drel-bosch-gbm-23-2-e-0-601-121-608,"{'Номинальная потребляемая мощность': '1150\xa0Вт', 'Максимальный крутящий момент': '115\xa0Н⋅м', 'Число скоростей': '2', 'Дополнительная рукоятка': 'да', 'Максимальный диаметр сверления в древесине': '50\xa0мм', 'Максимальный диаметр сверления в стали': '23\xa0мм', 'Назначение': 'проф.', 'Масса нетто': '4.8\xa0кг', 'Максимальный диаметр сверления в алюминии': '28\xa0мм', 'Максимальный диаметр сверления в алюминии на 1-й скорости': '28\xa0мм', 'Максимальный диаметр сверления в алюминии на 2-й скорости': '18\xa0мм', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Длина': '450\xa0мм', 'Защитная муфта расцепления': 'нет', 'Максимальная частота вращения шпинделя на холостом ходу на 1-й скорости': '640\xa0об/мин', 'Максимальная частота вращения шпинделя на холостом ходу на 2-й скорости': '280\xa0об/мин', 'Максимальный диаметр сверления в древесине на 1-й скорости': '50\xa0мм', 'Максимальный диаметр сверления в древесине на 2-й скорости': '35\xa0мм', 'Максимальный диаметр сверления в стали на 1-й скорости': '23\xa0мм', 'Максимальный диаметр сверления в стали на 2-й скорости': '13\xa0мм', 'Наличие и вид регулировки крутящего момента': 'нет', 'Номинальная частота вращения на 1-й скорости': '640\xa0об/мин', 'Номинальная частота вращения на 2-й скорости': '280\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': 'мк2', 'Род тока': 'переменный', 'Сверление с ударом': 'нет', 'Частота вращения шпинделя на холостом ходу': '930\xa0об/мин'}"
Дрель Bosch GBM 10 RE Professional (0 601 473 600),8 750,https://www.enkor24.ru/product/4362-drel-bosch-gbm-10-re-professional-0-601-473-600,"{'Номинальная потребляемая мощность': '600\xa0Вт', 'Максимальный крутящий момент': '20\xa0Н⋅м', 'Число скоростей': '1', 'Дополнительная рукоятка': 'нет', 'Максимальный диаметр сверления в древесине': '25\xa0мм', 'Максимальный диаметр сверления в стали': '10\xa0мм', 'Назначение': 'проф.', 'Тип и стандарт патрона': 'бзп', 'Минимальный диаметр хвостовика': '1\xa0мм', 'Максимальный диаметр хвостовика': '10\xa0мм', 'Масса нетто': '1.7\xa0кг', 'Реверс': 'да', 'Регулировка частоты вращения': 'да', 'Упаковка': 'картон', 'Вид регулировки': 'плавная, нажатием курка', 'Высота': '194\xa0мм', 'Высота упаковки': '63\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '249\xa0мм', 'Длина упаковки': '279\xa0мм', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Масса брутто': '2.1\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Номинальная частота тока': '50\xa0Гц', 'Номинальное напряжение питания': '220\xa0В', 'Подсветка рабочей зоны': 'нет', 'Посадка патрона': '3/8"" - 24 unf', 'Род тока': 'переменный', 'Тип электродвигателя': 'коллекторный', 'Частота вращения шпинделя на холостом ходу': '2600\xa0об/мин', 'Ширина упаковки': '240\xa0мм'}"
