"DESCRIPTION","NAME","OFFERID","PICTURE","PRICE","URL"
"Сверло Энкор 21040 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.0х43/75мм) Энкор (21040)","37764944","https://www.enkor24.ru/u/images/products/72/727741f49dee3d01d7fb4d2e26a4739caaa976b3.jpg","15","https://www.enkor24.ru/product/10887-sverlo-po-metallu-hss-f4-0x43-75mm-enkor-21040"
"Сверло спиральное HSS удлиненной серии Энкор 22040 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф4.0х78/119мм) Энкор (22040)","37764945","https://www.enkor24.ru/u/images/products/72/727741f49dee3d01d7fb4d2e26a4739caaa976b3.jpg","29.7","https://www.enkor24.ru/product/10888-sverlo-po-metallu-udlinyonnoe-f4-0x78-119mm-enkor-22040"
"Сверло Энкор 21041 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.1х43/75мм) Энкор (21041)","37764946","https://www.enkor24.ru/u/images/products/48/48f0bb31c1ad726be7cd7acd842d132aba64c623.jpg","16.6","https://www.enkor24.ru/product/10889-sverlo-po-metallu-hss-f4-1x43-75mm-enkor-21041"
"Сверло Энкор 21042 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.2х43/75мм) Энкор (21042)","37764947","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","16.6","https://www.enkor24.ru/product/10890-sverlo-po-metallu-hss-f4-2x43-75mm-enkor-21042"
"None","Сверло по металлу Энкор удлинённое ф4.2х78/119мм","37764948","https://www.enkor24.ru/u/images/products/48/48f0bb31c1ad726be7cd7acd842d132aba64c623.jpg","31","https://www.enkor24.ru/product/10891-sverlo-po-metallu-enkor-udlinyonnoe-f4-2x78-119mm"
"Сверло Энкор 21043 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.3х47/80мм) Энкор (21043)","37764949","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","16.6","https://www.enkor24.ru/product/10892-sverlo-po-metallu-hss-f4-3x47-80mm-enkor-21043"
"Сверло Энкор 21044 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.4х47/80мм) Энкор (21044)","37764950","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","16.6","https://www.enkor24.ru/product/10893-sverlo-po-metallu-hss-f4-4x47-80mm-enkor-21044"
"Сверло Энкор 21045 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.5х47/80мм) Энкор (21045)","37764951","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","16.6","https://www.enkor24.ru/product/10894-sverlo-po-metallu-hss-f4-5x47-80mm-enkor-21045"
"Сверло спиральное HSS удлиненной серии Энкор 22045 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф4.5х82/126мм) Энкор (22045)","37764952","https://www.enkor24.ru/u/images/products/ca/ca44fa8d99a0bf2ca1fa1d1f7d0f5edacc7036a9.jpg","32","https://www.enkor24.ru/product/10895-sverlo-po-metallu-udlinyonnoe-f4-5x82-126mm-enkor-22045"
"Сверло Энкор 21046 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.6х47/80мм) Энкор (21046)","37764953","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","19.5","https://www.enkor24.ru/product/10896-sverlo-po-metallu-hss-f4-6x47-80mm-enkor-21046"
"Сверло Энкор 21047 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.7х47/80мм) Энкор (21047)","37764954","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","19.5","https://www.enkor24.ru/product/10897-sverlo-po-metallu-hss-f4-7x47-80mm-enkor-21047"
"Сверло Энкор 21048 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу  hss (ф4.8х52/86мм) Энкор (21048)","37764955","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","19.5","https://www.enkor24.ru/product/10898-sverlo-po-metallu-hss-f4-8x52-86mm-enkor-21048"
"Сверло спиральное HSS удлиненной серии Энкор 22048 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф4.8х87/132мм) Энкор (22048)","37764956","https://www.enkor24.ru/u/images/products/ca/ca44fa8d99a0bf2ca1fa1d1f7d0f5edacc7036a9.jpg","33","https://www.enkor24.ru/product/10899-sverlo-po-metallu-udlinyonnoe-f4-8x87-132mm-enkor-22048"
"Сверло Энкор 21049 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф4.9х52/86мм) Энкор (21049)","37764957","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","19.5","https://www.enkor24.ru/product/10900-sverlo-po-metallu-hss-f4-9x52-86mm-enkor-21049"
"Сверло Энкор 21050 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.0х52/86мм) Энкор (21050)","37764958","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","19.5","https://www.enkor24.ru/product/10901-sverlo-po-metallu-hss-f5-0x52-86mm-enkor-21050"
"Сверло спиральное HSS удлиненной серии Энкор 22050 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф5.0х87/132мм) Энкор (22050)","37764959","https://www.enkor24.ru/u/images/products/ca/ca44fa8d99a0bf2ca1fa1d1f7d0f5edacc7036a9.jpg","34.5","https://www.enkor24.ru/product/10902-sverlo-po-metallu-udlinyonnoe-f5-0x87-132mm-enkor-22050"
"None","Сверло по металлу hss (ф5.1х52/86мм) Энкор (21051)","37764960","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","20","https://www.enkor24.ru/product/10903-sverlo-po-metallu-hss-f5-1x52-86mm-enkor-21051"
"Сверло Энкор 21052 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу  hss (ф5.2х52/86мм) Энкор (21052)","37764961","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","20","https://www.enkor24.ru/product/10904-sverlo-po-metallu-hss-f5-2x52-86mm-enkor-21052"
"Сверло Энкор 21053 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.3х52/86мм) Энкор (21053)","37764962","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","20","https://www.enkor24.ru/product/10905-sverlo-po-metallu-hss-f5-3x52-86mm-enkor-21053"
"Сверло Энкор 21054 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.4х57/93мм) Энкор (21054)","37764963","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","20","https://www.enkor24.ru/product/10906-sverlo-po-metallu-hss-f5-4x57-93mm-enkor-21054"
"None","Сверло по металлу hss (ф5.5х57/93мм) Энкор (21055)","37764964","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","20","https://www.enkor24.ru/product/10907-sverlo-po-metallu-hss-f5-5x57-93mm-enkor-21055"
"Сверло спиральное HSS удлиненной серии Энкор 22055 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу  удлинённое (ф5.5х91/139мм) Энкор (22055)","37764965","https://www.enkor24.ru/u/images/products/ca/ca44fa8d99a0bf2ca1fa1d1f7d0f5edacc7036a9.jpg","35.5","https://www.enkor24.ru/product/10908-sverlo-po-metallu-udlinyonnoe-f5-5x91-139mm-enkor-22055"
"Сверло Энкор 21056 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.6х57/93мм) Энкор (21056)","37764966","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","24","https://www.enkor24.ru/product/10909-sverlo-po-metallu-hss-f5-6x57-93mm-enkor-21056"
"Сверло Энкор 21057 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.7х57/93мм) Энкор (21057)","37764967","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","24","https://www.enkor24.ru/product/10910-sverlo-po-metallu-hss-f5-7x57-93mm-enkor-21057"
"Сверло Энкор 21058 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.8х57/93мм) Энкор (21058)","37764968","https://www.enkor24.ru/u/images/products/e4/e4fb0082cc5174a97db3b397f807291ba7ca4297.jpg","24","https://www.enkor24.ru/product/10911-sverlo-po-metallu-hss-f5-8x57-93mm-enkor-21058"
"Сверло Энкор 21059 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф5.9х57/93мм) Энкор (21059)","37764969","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","24","https://www.enkor24.ru/product/10912-sverlo-po-metallu-hss-f5-9x57-93mm-enkor-21059"
"Сверло Энкор 21060 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6х57/93мм) Энкор (21060)","37764970","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","24","https://www.enkor24.ru/product/10913-sverlo-po-metallu-hss-f6x57-93mm-enkor-21060"
"Сверло спиральное HSS удлиненной серии Энкор 22060 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф6х91/139мм) Энкор (22060)","37764971","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","48.5","https://www.enkor24.ru/product/10914-sverlo-po-metallu-udlinyonnoe-f6x91-139mm-enkor-22060"
"Сверло Энкор 21061 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6.1х63/101мм) Энкор (21061)","37764972","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","29.7","https://www.enkor24.ru/product/10915-sverlo-po-metallu-hss-f6-1x63-101mm-enkor-21061"
"Сверло Энкор 21062 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6.2х63/101мм) Энкор (21062)","37764973","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","29.7","https://www.enkor24.ru/product/10916-sverlo-po-metallu-hss-f6-2x63-101mm-enkor-21062"
"Сверло Энкор 21063 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу  hss (ф6.3х63/101мм) Энкор (21063)","37764974","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","29.7","https://www.enkor24.ru/product/10917-sverlo-po-metallu-hss-f6-3x63-101mm-enkor-21063"
"Сверло Энкор 21064 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6.4х63/101мм) Энкор (21064)","37764975","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","29.7","https://www.enkor24.ru/product/10918-sverlo-po-metallu-hss-f6-4x63-101mm-enkor-21064"
"None","Сверло по металлу hss (ф6.5х63/101мм) Энкор (21065)","37764976","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","29.7","https://www.enkor24.ru/product/10919-sverlo-po-metallu-hss-f6-5x63-101mm-enkor-21065"
"Сверло спиральное HSS удлиненной серии Энкор 22065 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу  удлинённое (ф6.5х97/148мм) Энкор (22065)","37764977","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","57","https://www.enkor24.ru/product/10920-sverlo-po-metallu-udlinyonnoe-f6-5x97-148mm-enkor-22065"
"Сверло Энкор 21066 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6.6х63/101мм) Энкор (21066)","37764978","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","36","https://www.enkor24.ru/product/10921-sverlo-po-metallu-hss-f6-6x63-101mm-enkor-21066"
"Сверло Энкор 21067 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6.7х63/101мм) Энкор (21067)","37764979","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","36","https://www.enkor24.ru/product/10922-sverlo-po-metallu-hss-f6-7x63-101mm-enkor-21067"
"None","Сверло по металлу hss (ф6.8х69/109мм) Энкор (21068)","37764980","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","36","https://www.enkor24.ru/product/10923-sverlo-po-metallu-hss-f6-8x69-109mm-enkor-21068"
"Сверло Энкор 21069 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф6.9х69/109мм) Энкор (21069)","37764981","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","36","https://www.enkor24.ru/product/10924-sverlo-po-metallu-hss-f6-9x69-109mm-enkor-21069"
"Сверло Энкор 21070 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.0х69/109мм) Энкор (21070)","37764982","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","36","https://www.enkor24.ru/product/10925-sverlo-po-metallu-hss-f7-0x69-109mm-enkor-21070"
"Сверло спиральное HSS удлиненной серии Энкор 22070 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф7.0х102/156мм) Энкор (22070)","37764983","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","62","https://www.enkor24.ru/product/10926-sverlo-po-metallu-udlinyonnoe-f7-0x102-156mm-enkor-22070"
"Сверло Энкор 21071 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.1х69/109мм) Энкор (21071)","37764984","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","42.5","https://www.enkor24.ru/product/10927-sverlo-po-metallu-hss-f7-1x69-109mm-enkor-21071"
"Сверло Энкор 21072 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.2х69/109мм) Энкор (21072)","37764985","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","42.5","https://www.enkor24.ru/product/10928-sverlo-po-metallu-hss-f7-2x69-109mm-enkor-21072"
"Сверло Энкор 21073 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.3х69/109мм) Энкор (21073)","37764986","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","42.5","https://www.enkor24.ru/product/10929-sverlo-po-metallu-hss-f7-3x69-109mm-enkor-21073"
"Сверло Энкор 21074 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.4х69/109мм) Энкор (21074)","37764987","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","42.5","https://www.enkor24.ru/product/10930-sverlo-po-metallu-hss-f7-4x69-109mm-enkor-21074"
"None","Сверло по металлу hss (ф7.5х69/109мм) Энкор (21075)","37764988","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","42.5","https://www.enkor24.ru/product/10931-sverlo-po-metallu-hss-f7-5x69-109mm-enkor-21075"
"Сверло спиральное HSS удлиненной серии Энкор 22075 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу  удлинённое (ф7.5х102/156мм) Энкор (22075)","37764989","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","69","https://www.enkor24.ru/product/10932-sverlo-po-metallu-udlinyonnoe-f7-5x102-156mm-enkor-22075"
"Сверло Энкор 21076 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.6х75/117мм) Энкор (21076)","37764990","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","51","https://www.enkor24.ru/product/10933-sverlo-po-metallu-hss-f7-6x75-117mm-enkor-21076"
"None","Сверло по металлу hss (ф7.7х75/117мм) Энокр (21077)","37764991","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","51","https://www.enkor24.ru/product/10934-sverlo-po-metallu-hss-f7-7x75-117mm-enokr-21077"
"Сверло Энкор 21078 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.8х75/117мм) Энкор (21078)","37764992","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","51","https://www.enkor24.ru/product/10935-sverlo-po-metallu-hss-f7-8x75-117mm-enkor-21078"
"Сверло Энкор 21079 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф7.9х75/117мм) Энкор (21079)","37764993","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","51","https://www.enkor24.ru/product/10936-sverlo-po-metallu-hss-f7-9x75-117mm-enkor-21079"
"Сверло Энкор 21080 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф8х75/117мм) Энкор (21080)","37764994","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","51","https://www.enkor24.ru/product/10937-sverlo-po-metallu-hss-f8x75-117mm-enkor-21080"
"Сверло спиральное HSS удлиненной серии Энкор 22080 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу  удлинённое (ф8х109/165мм) Энкор (22080)","37764995","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","70","https://www.enkor24.ru/product/10938-sverlo-po-metallu-udlinyonnoe-f8x109-165mm-enkor-22080"
"Сверло Энкор 21081 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф8.1х75/117мм) Энкор (21081)","37764996","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","57","https://www.enkor24.ru/product/10939-sverlo-po-metallu-hss-f8-1x75-117mm-enkor-21081"
"Сверло Энкор 21082 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф8.2х75/117мм) Энкор (21082)","37764997","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","57","https://www.enkor24.ru/product/10940-sverlo-po-metallu-hss-f8-2x75-117mm-enkor-21082"
"Сверло Энкор 21083 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу  hss (ф8.3х75/117мм) Энкор (21083)","37764998","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","57","https://www.enkor24.ru/product/10941-sverlo-po-metallu-hss-f8-3x75-117mm-enkor-21083"
"Сверло Энкор 21084 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф8.4х75/117мм) Энкор (21084)","37764999","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","57","https://www.enkor24.ru/product/10942-sverlo-po-metallu-hss-f8-4x75-117mm-enkor-21084"
"Сверло Энкор 21085 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф8.5х75/117мм) Энкор (21085)","37765000","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","57","https://www.enkor24.ru/product/10943-sverlo-po-metallu-hss-f8-5x75-117mm-enkor-21085"
"None","Сверло по металлу удлинённое (ф8.5х109/165мм) Энкор (22085)","37765001","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","84","https://www.enkor24.ru/product/10944-sverlo-po-metallu-udlinyonnoe-f8-5x109-165mm-enkor-22085"
"Сверло спиральное Энкор 21086 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф8.6х81/125мм) Энкор (21086)","37765002","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","65","https://www.enkor24.ru/product/10945-sverlo-po-metallu-hss-f8-6x81-125mm-enkor-21086"
"Сверло спиральное Энкор 21087 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф8.7х81/125мм) Энкор (21087)","37765003","https://www.enkor24.ru/u/images/products/6d/6da2636cfd4c16e5166d91677f3eb1dfee68d572.jpg","65","https://www.enkor24.ru/product/10946-sverlo-po-metallu-hss-f8-7x81-125mm-enkor-21087"
"Сверло Энкор 21088 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф8.8х81/125мм) Энкор (21088)","37765004","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","65","https://www.enkor24.ru/product/10947-sverlo-po-metallu-hss-f8-8x81-125mm-enkor-21088"
"Сверло спиральное Энкор 21089 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф8.9х81/125мм) Энкор (21089)","37765005","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","65","https://www.enkor24.ru/product/10948-sverlo-po-metallu-hss-f8-9x81-125mm-enkor-21089"
"Сверло Энкор 21090 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизводител","Сверло по металлу hss (ф9.0х81/125мм) Энкор (21090)","37765006","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","65","https://www.enkor24.ru/product/10949-sverlo-po-metallu-hss-f9-0x81-125mm-enkor-21090"
"Сверло спиральное HSS удлиненной серии Энкор 22090 предназначено для получения глубокого отверстия сверлением или увелич","Сверло по металлу удлинённое (ф9х115/175мм) Энкор (22090)","37765007","https://www.enkor24.ru/u/images/products/09/0967b544b5167ce2ff52ce911b97881e7a2d5b67.jpg","94","https://www.enkor24.ru/product/10950-sverlo-po-metallu-udlinyonnoe-f9x115-175mm-enkor-22090"
"Сверло спиральное Энкор 21091 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.1х81/125мм) Энкор (21091)","37765008","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","69","https://www.enkor24.ru/product/10951-sverlo-po-metallu-hss-f9-1x81-125mm-enkor-21091"
"Сверло спиральное Энкор 21092 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.2х81/125мм) Энкор (21092)","37765009","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","69","https://www.enkor24.ru/product/10952-sverlo-po-metallu-hss-f9-2x81-125mm-enkor-21092"
"Сверло спиральное Энкор 21093 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.3х81/125мм) Энкор (21093)","37765010","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","69","https://www.enkor24.ru/product/10953-sverlo-po-metallu-hss-f9-3x81-125mm-enkor-21093"
"Сверло спиральное Энкор 21094 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.4х81/125мм) Энкор (21094)","37765011","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","69","https://www.enkor24.ru/product/10954-sverlo-po-metallu-hss-f9-4x81-125mm-enkor-21094"
"Сверло спиральное Энкор 21095 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.5х81/125мм) Энкор (21095)","37765012","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","69","https://www.enkor24.ru/product/10955-sverlo-po-metallu-hss-f9-5x81-125mm-enkor-21095"
"None","Сверло по металлу удлинённое (ф9.5х115/175мм) Энкор (22095)","37765013","https://www.enkor24.ru/u/images/products/ea/ea5b1a3f06ae9566ffecfc7d0d187563e2882f24.jpg","104","https://www.enkor24.ru/product/10956-sverlo-po-metallu-udlinyonnoe-f9-5x115-175mm-enkor-22095"
"Сверло спиральное Энкор 21096 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.6х87/133мм) Энкор (21096)","37765014","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","77","https://www.enkor24.ru/product/10957-sverlo-po-metallu-hss-f9-6x87-133mm-enkor-21096"
"Сверло спиральное Энкор 21097 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.7х87/133мм) Энкор (21097)","37765015","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","77","https://www.enkor24.ru/product/10958-sverlo-po-metallu-hss-f9-7x87-133mm-enkor-21097"
"Сверло спиральное Энкор 21098 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.8х87/133мм) Энкор (21098)","37765016","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","77","https://www.enkor24.ru/product/10959-sverlo-po-metallu-hss-f9-8x87-133mm-enkor-21098"
"Сверло спиральное Энкор 21099 предназначено для получения глубокого отверстия сверлением или увеличения его диаметра при","Сверло по металлу hss (ф9.9х87/133мм) Энкор (21099)","37765017","https://www.enkor24.ru/u/images/products/sd/hss-r.jpg","77","https://www.enkor24.ru/product/10960-sverlo-po-metallu-hss-f9-9x87-133mm-enkor-21099"
"Сверло Р6М5 Энкор 25010 предназначено для сверления отверстий в металлических конструкциях. Изготовлено из высокопроизво","Сверло по металлу р6м5 (ф1.0х10/30мм) Энкор (25010)","37765018","https://www.enkor24.ru/u/images/products/6c/6c56cd07a84f293d5308e4d5836b6bd4a6345907.jpg","12.7","https://www.enkor24.ru/product/10961-sverlo-po-metallu-r6m5-f1-0x10-30mm-enkor-25010"
