url_number,name,67159,67158,83024,9952,38229,83031,112286,83030,112287,72178,67709,96727,96726,87963,97776,104160,97771,83805,71710,75169,74895,108952,115260,9945,97772,97885,95340,75170,75439,9941,9960,51794,50119,82811,80764,97881,86458,111792,9902,66924,83801,97774,97889,85139,9906,9950,97883,83142,70204,75443,76039,50120,110981,104733
9902,Перфоратор BOSCH GBH 2-26 DRE Professional (0 611 253 708),15.87,14.29,30.95,29.37,33.33,38.89,40.48,30.95,42.86,19.84,23.81,19.84,14.29,20.63,18.25,48.41,38.89,59.52,31.75,44.44,38.89,38.89,50.79,38.89,48.41,26.19,22.22,54.76,38.1,30.16,28.57,41.27,28.57,55.56,39.68,42.06,41.27,44.44,82.54,34.13,53.97,44.44,37.3,28.57,69.84,39.68,34.13,53.97,29.37,31.75,42.86,30.16,32.54,53.97
66924,Перфоратор Makita HR2475,20.63,19.05,28.57,25.4,29.37,28.57,30.95,36.51,31.75,21.43,21.43,20.63,19.05,21.43,19.05,24.6,21.43,31.75,34.92,31.75,30.95,32.54,21.43,50.79,23.02,25.4,19.84,31.75,24.6,37.3,34.13,40.48,29.37,36.51,37.3,22.22,21.43,50.0,34.13,61.11,34.13,26.19,23.81,28.57,32.54,31.75,27.78,36.51,27.78,27.78,38.89,30.95,30.16,32.54
83801,Перфоратор Metabo KHE 2444 (606154510),15.87,14.29,30.95,25.4,34.92,36.51,42.86,34.92,33.33,19.84,25.4,19.84,14.29,22.22,18.25,46.83,37.3,61.11,30.16,38.1,35.71,40.48,45.24,38.89,46.83,26.19,26.19,48.41,36.51,28.57,28.57,39.68,28.57,52.38,39.68,42.06,37.3,44.44,53.97,34.13,76.19,39.68,37.3,28.57,50.79,34.92,34.13,52.38,25.4,31.75,44.44,30.16,32.54,48.41
97774,Перфоратор PATRIOT RH 280 (140301363) ,16.67,18.25,33.33,25.4,37.3,33.33,44.44,33.33,42.06,15.87,19.84,18.25,12.7,19.84,22.22,37.3,42.06,39.68,32.54,37.3,35.71,33.33,43.65,24.6,47.62,27.78,15.87,41.27,32.54,28.57,24.6,33.33,23.02,39.68,31.75,31.75,29.37,38.1,44.44,26.19,39.68,79.37,32.54,28.57,41.27,28.57,38.1,39.68,15.08,34.13,38.89,24.6,34.92,40.48
97889,Перфоратор PATRIOT RH 262Q The One (140301335) ,15.87,14.29,34.13,30.95,26.98,42.06,26.19,34.13,34.92,17.46,21.43,22.22,16.67,18.25,18.25,40.48,31.75,41.27,23.81,25.4,29.37,23.81,34.13,22.22,42.86,31.75,19.05,27.78,27.78,22.22,22.22,33.33,26.19,27.78,33.33,42.86,30.16,26.19,37.3,23.81,37.3,32.54,62.7,22.22,35.71,26.19,29.37,29.37,18.25,29.37,32.54,26.19,23.81,35.71
85139,Перфоратор Metabo KHE 2860 Quick,14.29,12.7,26.19,26.19,24.6,22.22,21.43,22.22,24.6,15.87,15.87,14.29,12.7,12.7,12.7,19.84,19.84,28.57,34.13,43.65,40.48,23.02,25.4,26.98,21.43,17.46,17.46,38.89,21.43,26.98,26.98,34.13,24.6,30.16,32.54,19.05,21.43,28.57,28.57,28.57,28.57,28.57,22.22,58.73,28.57,28.57,25.4,30.16,22.22,23.02,50.79,23.02,21.43,30.95
9906,Перфоратор BOSCH GBH 2-26 DFR Professional (0 611 254 768),14.29,12.7,27.78,27.78,31.75,35.71,37.3,27.78,39.68,18.25,22.22,18.25,12.7,19.05,18.25,45.24,35.71,56.35,33.33,46.03,42.06,35.71,50.79,37.3,45.24,23.02,20.63,53.17,33.33,30.16,26.98,39.68,30.16,53.97,36.51,38.89,39.68,41.27,69.84,32.54,50.79,41.27,35.71,28.57,82.54,42.86,30.95,55.56,29.37,30.16,39.68,28.57,29.37,50.79
9950,Перфоратор BOSCH GBH 3-28 DFR Professional (0 611 24A 000),20.63,19.05,29.37,22.22,30.16,33.33,23.81,25.4,24.6,21.43,23.02,20.63,19.05,21.43,19.05,29.37,22.22,34.92,38.89,44.44,34.92,29.37,29.37,26.98,27.78,23.81,14.29,41.27,21.43,38.1,30.16,39.68,40.48,30.95,38.1,23.02,27.78,23.81,39.68,31.75,34.92,28.57,26.19,28.57,42.86,69.05,27.78,34.13,20.63,26.19,34.13,38.89,34.13,29.37
97883,Перфоратор PATRIOT RH 320 (140301366) ,24.6,23.02,33.33,23.81,27.78,33.33,29.37,33.33,34.13,20.63,24.6,26.19,20.63,24.6,26.98,26.98,26.98,34.13,26.19,31.75,32.54,24.6,31.75,23.02,30.95,37.3,14.29,35.71,30.95,33.33,33.33,33.33,31.75,32.54,33.33,30.16,23.81,26.98,34.13,27.78,34.13,38.1,29.37,25.4,30.95,27.78,72.22,32.54,15.08,42.06,37.3,33.33,34.92,32.54
83142,Перфоратор BOSCH GBH 240 F Professional (0 611 273 000),14.29,12.7,30.95,23.81,31.75,30.95,42.86,34.92,41.27,18.25,22.22,18.25,12.7,19.05,16.67,38.89,37.3,48.41,33.33,41.27,37.3,38.89,44.44,41.27,38.89,24.6,26.19,48.41,34.92,28.57,26.98,34.13,26.19,63.49,34.13,32.54,33.33,46.83,53.97,36.51,52.38,39.68,29.37,30.16,55.56,34.13,32.54,79.37,25.4,30.16,41.27,24.6,32.54,44.44
70204,Перфоратор Makita HR2630 X7 + набор буров,9.52,7.94,15.87,18.25,18.25,19.84,18.25,15.87,23.81,11.9,11.9,9.52,9.52,10.32,7.94,23.81,16.67,29.37,19.84,22.22,21.43,23.81,22.22,32.54,22.22,12.7,17.46,25.4,19.84,24.6,23.02,30.16,18.25,23.81,28.57,24.6,25.4,27.78,29.37,27.78,25.4,15.08,18.25,22.22,29.37,20.63,15.08,25.4,47.62,16.67,26.19,18.25,17.46,37.3
75443,Перфоратор Stanley STHR323K-RU,21.43,19.84,31.75,28.57,34.92,31.75,30.95,31.75,35.71,20.63,24.6,23.02,15.87,21.43,22.22,26.98,26.98,31.75,26.19,26.19,31.75,24.6,29.37,26.19,30.95,31.75,15.87,30.16,34.13,31.75,31.75,34.92,30.16,30.16,33.33,30.16,26.98,28.57,31.75,27.78,31.75,34.13,29.37,23.02,30.16,26.19,42.06,30.16,16.67,72.22,34.92,31.75,33.33,30.16
76039,Перфоратор Metabo KHE 2860 Quick (600878510),19.05,17.46,38.1,32.54,32.54,34.13,31.75,34.13,36.51,23.02,28.57,23.02,17.46,25.4,21.43,31.75,30.16,44.44,37.3,49.21,44.44,33.33,34.13,37.3,31.75,29.37,19.05,53.17,33.33,35.71,35.71,50.0,27.78,41.27,48.41,30.95,26.19,42.86,42.86,38.89,44.44,38.89,32.54,50.79,39.68,34.13,37.3,41.27,26.19,34.92,74.6,29.37,31.75,45.24
50120,Перфоратор Metabo KHE 3250 (600637000),22.22,20.63,26.98,23.81,27.78,34.92,21.43,26.98,30.16,20.63,20.63,22.22,20.63,20.63,20.63,26.98,19.84,31.75,29.37,27.78,31.75,24.6,23.81,26.19,25.4,25.4,14.29,27.78,23.02,36.51,33.33,34.92,53.17,24.6,33.33,24.6,25.4,23.02,30.16,30.95,30.16,24.6,26.19,23.02,28.57,38.89,33.33,24.6,18.25,31.75,29.37,56.35,33.33,28.57
110981,Перфоратор SDS+ Elitech П 1132ЭМ,19.05,20.63,28.57,23.81,31.75,28.57,31.75,28.57,32.54,23.81,21.43,19.05,17.46,23.02,20.63,31.75,30.16,32.54,30.16,34.13,28.57,35.71,30.16,25.4,31.75,26.98,14.29,34.13,26.19,39.68,32.54,31.75,31.75,30.95,31.75,22.22,25.4,30.16,32.54,30.16,32.54,34.92,23.81,21.43,29.37,34.13,34.92,32.54,17.46,33.33,31.75,33.33,72.22,31.75
104733,Перфоратор SDS+ Makita HR2630   ,14.29,15.87,30.95,27.78,27.78,38.89,39.68,30.95,43.65,18.25,22.22,18.25,12.7,22.22,19.84,47.62,38.1,52.38,24.6,32.54,35.71,38.1,51.59,37.3,47.62,24.6,20.63,44.44,34.92,30.95,30.95,47.62,26.98,42.86,46.03,42.06,35.71,47.62,53.97,32.54,48.41,40.48,35.71,30.95,50.79,29.37,32.54,44.44,37.3,30.16,45.24,28.57,31.75,77.78
